,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
23,André Almeida,pt  POR,DF,pt  Benfica,30,1990,5,236,47,26.2,2.6,3,73,2,2,9,2,1.71,3,0,+3,+1.14,+1.96,3.3,3.6,-0.3,-0.10,+0.88
24,Marcos Alonso,es  ESP,DF,eng  Chelsea,30,1990,8,548,69,58.9,6.1,6,84,3,2,21,2,2.38,10,5,+5,+0.82,-0.59,7.9,3.9,+4.0,+0.66,-0.40
25,Éder Álvarez Balanta,co  COL,MF,be  Club Brugge,28,1993,5,405,81,75.0,4.5,5,81,3,0,,0,0.80,4,14,-10,-2.22,+0.44,4.8,9.8,-4.9,-1.10,+2.53
26,Edson Álvarez,mx  MEX,MF,nl  Ajax,23,1997,7,556,79,77.2,6.2,7,79,4,0,,0,2.29,17,6,+11,+1.78,+0.13,14.2,6.5,+7.7,+1.24,-0.21
27,Iker Álvarez,ad  AND,GK,es  Villarreal,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
28,Pedro Álvaro,pt  POR,DF,pt  Benfica,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
29,Mohamed Aly Camara,gn  GUI,DF,ch  Young Boys,23,1997,4,346,87,64.1,3.8,4,87,3,0,,0,1.80,4,7,-3,-0.78,+0.15,5.5,5.8,-0.3,-0.07,+0.12
30,Benjamin André,fr  FRA,MF,fr  Lille,30,1990,7,630,90,87.5,7.0,7,90,7,0,,0,1.14,7,8,-1,-0.14,-1.14,8.4,6.7,+1.8,+0.25,-0.22
31,Oleksandr Andriyevskyi,ua  UKR,MF,ua  Dynamo Kyiv,27,1994,2,95,48,17.6,1.1,1,90,1,1,5,4,0.00,0,5,-5,-4.74,-3.73,0.5,2.6,-2.1,-1.99,-1.51
32,Angeliño,es  ESP,DF,de  RB Leipzig,24,1997,5,430,86,79.6,4.8,5,86,3,0,,0,1.40,14,11,+3,+0.63,+2.26,10.0,9.1,+0.8,+0.17,+1.11
33,Denys Antiukh,ua  UKR,MF,ua  Dynamo Kyiv,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
34,Marcos Antônio,br  BRA,MF,ua  Shakhtar,21,2000,5,256,51,47.4,2.8,2,77,1,3,34,1,1.22,1,9,-8,-2.81,-2.18,4.4,4.8,-0.4,-0.13,+0.97
35,Antony,br  BRA,FW,nl  Ajax,21,2000,7,574,82,79.7,6.4,7,82,4,0,,0,2.29,20,7,+13,+2.04,+1.42,15.7,6.6,+9.1,+1.43,+0.68
36,Henrique Araújo,pt  POR,FW,pt  Benfica,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
37,Ronald Araújo,uy  URU,DF,es  Barcelona,22,1999,5,367,73,68.0,4.1,4,89,3,1,12,0,0.80,0,9,-9,-2.21,-3.25,3.0,7.1,-4.0,-0.99,-1.95
38,Tomás Araújo,pt  POR,DF,pt  Benfica,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
39,Danilo Arboleda,co  COL,DF,md  Sheriff Tiraspol,26,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.93,7,11,-4,-0.67,,3.8,13.7,-9.9,-1.65,
40,Maximilian Arnold,de  GER,MF,de  Wolfsburg,27,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,5,10,-5,-0.83,,4.5,9.5,-5.1,-0.84,
41,Kepa Arrizabalaga,es  ESP,GK,eng  Chelsea,26,1994,1,90,90,9.7,1.0,1,90,1,0,,9,1.00,3,3,0,0.00,-1.18,2.9,2.1,+0.7,+0.74,-0.09
42,Rocco Ascone,fr  FRA,FW,fr  Lille,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
43,Sergio Asenjo,es  ESP,GK,es  Villarreal,32,1989,0,,,,,0,,0,0,,12,,,,,,,,,,,
44,Marco Asensio,es  ESP,"FW,MF",es  Real Madrid,25,1996,8,209,26,17.0,2.3,2,64,0,6,14,5,2.25,5,1,+4,+1.72,+0.75,3.2,4.6,-1.4,-0.59,-0.93
45,Giorgos Athanasiadis,gr  GRE,GK,md  Sheriff Tiraspol,28,1993,5,450,90,83.3,5.0,5,90,5,0,,0,2.08,6,8,-2,-0.40,+1.60,3.2,10.9,-7.8,-1.55,+0.57
46,Ludwig Augustinsson,se  SWE,DF,es  Sevilla,27,1994,3,80,27,14.8,0.9,1,52,0,2,14,3,1.33,1,1,0,0.00,0.00,1.9,0.6,+1.2,+1.39,+1.70
47,Serge Aurier,ci  CIV,DF,es  Villarreal,28,1992,5,132,26,12.2,1.5,1,90,1,4,11,1,1.40,3,0,+3,+2.05,+1.95,2.5,1.9,+0.6,+0.44,+0.60
48,Sardar Azmoun,ir  IRN,FW,ru  Zenit,26,1995,5,304,61,56.3,3.4,3,86,2,2,23,0,0.80,6,8,-2,-0.59,-1.35,4.9,7.2,-2.3,-0.68,-1.40
49,César Azpilicueta,es  ESP,DF,eng  Chelsea,31,1989,9,677,75,72.8,7.5,8,82,5,1,20,0,2.20,18,10,+8,+1.06,0.00,13.1,7.7,+5.5,+0.73,-0.36
50,Eric Bailly,ci  CIV,DF,eng  Manchester Utd,27,1994,2,180,90,25.0,2.0,2,90,2,0,,6,1.00,3,3,0,0.00,-0.33,2.2,2.3,-0.1,-0.05,-0.05
51,Tiemoué Bakayoko,fr  FRA,MF,it  Milan,26,1994,3,59,20,10.9,0.7,0,,0,3,20,1,1.00,1,0,+1,+1.53,+2.27,1.0,0.7,+0.3,+0.39,+1.34
52,Ridle Baku,de  GER,"DF,FW",de  Wolfsburg,23,1998,6,411,69,76.1,4.6,5,77,2,1,28,0,0.83,5,7,-2,-0.44,+1.66,3.5,6.7,-3.1,-0.68,+0.68
53,Alejandro Balde,es  ESP,"DF,FW",es  Barcelona,17,2003,2,21,11,3.9,0.2,0,,0,2,11,3,1.50,0,1,-1,-4.29,-3.25,0.1,1.2,-1.1,-4.69,-4.51
54,Gareth Bale,wls  WAL,FW,es  Real Madrid,32,1989,2,9,5,0.7,0.1,0,,0,2,5,4,1.50,0,1,-1,-10.00,-11.18,0.0,0.2,-0.2,-1.96,-2.16
55,David von Ballmoos,ch  SUI,GK,ch  Young Boys,26,1994,3,270,90,50.0,3.0,3,90,3,0,,0,1.57,3,6,-3,-1.00,-0.33,4.4,4.9,-0.5,-0.16,-0.09
56,Fodé Ballo-Touré,sn  SEN,"DF,MF",it  Milan,24,1997,2,91,46,16.9,1.0,1,57,0,1,34,3,0.00,0,2,-2,-1.98,-1.78,0.1,2.6,-2.5,-2.47,-2.00
57,Jonathan Bamba,fr  FRA,"MF,FW",fr  Lille,25,1996,6,469,78,65.1,5.2,5,87,4,1,32,0,1.17,5,5,0,0.00,0.00,5.4,3.6,+1.8,+0.34,+0.18
58,Nicolò Barella,it  ITA,MF,it  Inter,24,1997,6,493,82,68.5,5.5,6,82,3,0,,0,1.67,8,3,+5,+0.91,+2.10,11.8,3.8,+8.0,+1.47,+2.16
59,Ross Barkley,eng  ENG,MF,eng  Chelsea,27,1993,3,97,32,10.4,1.1,1,64,0,2,17,3,1.33,2,2,0,0.00,-1.19,3.2,2.0,+1.2,+1.15,+0.37
60,Wílmar Barrios,co  COL,"MF,DF",ru  Zenit,27,1993,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,10,10,0,0.00,,8.6,9.1,-0.4,-0.07,
61,Gil Bastião Dias,pt  POR,FW,pt  Benfica,24,1996,1,1,1,0.1,0.0,0,,0,1,1,3,2.00,0,0,0,0.00,+0.30,0.0,0.1,-0.1,-7.63,-6.89
62,Alessandro Bastoni,it  ITA,DF,it  Inter,22,1999,8,667,83,92.6,7.4,7,90,6,1,38,0,1.63,8,6,+2,+0.27,+0.27,11.7,6.4,+5.3,+0.72,-0.95
63,Michy Batshuayi,be  BEL,FW,tr  Beşiktaş,27,1993,5,384,77,71.1,4.3,4,90,4,1,24,0,0.00,2,14,-12,-2.81,-0.50,2.7,13.5,-10.8,-2.53,-1.32
64,Donny van de Beek,nl  NED,MF,eng  Manchester Utd,24,1997,4,204,51,28.3,2.3,3,67,1,1,4,2,1.25,3,1,+2,+0.88,+0.88,1.7,2.5,-0.8,-0.36,-0.48
65,Felix Beijmo,se  SWE,DF,se  Malmö,23,1998,0,,,,,0,,0,0,,1,2.33,,,,,,,,,,
66,Jude Bellingham,eng  ENG,"MF,FW",de  Dortmund,18,2003,6,500,83,92.6,5.6,6,83,4,0,,0,1.50,9,10,-1,-0.18,-0.18,8.7,7.1,+1.7,+0.30,-3.43
67,Alexandr Belousov,md  MDA,MF,md  Sheriff Tiraspol,23,1998,0,,,,,0,,0,0,,3,3.00,,,,,,,,,,
68,Hatem Ben Arfa,fr  FRA,"FW,MF",fr  Lille,34,1987,2,23,12,3.2,0.3,0,,0,2,12,0,0.00,0,0,0,0.00,0.00,0.1,0.4,-0.3,-1.20,-1.53
69,Ismaël Bennacer,dz  ALG,MF,it  Milan,23,1997,6,375,63,69.4,4.2,4,83,2,2,23,0,0.67,5,5,0,0.00,+1.64,3.3,7.3,-4.0,-0.95,-0.50
70,Rodrigo Bentancur,uy  URU,"MF,FW",it  Juventus,24,1997,5,378,76,52.5,4.2,5,76,0,0,,1,2.40,5,3,+2,+0.48,+0.74,6.7,3.1,+3.6,+0.85,+1.02
71,Karim Benzema,fr  FRA,FW,es  Real Madrid,33,1987,12,1102,92,89.6,12.2,12,92,8,0,,0,2.00,27,13,+14,+1.14,+0.44,20.5,16.8,+3.7,+0.30,+1.13
72,Steven Berghuis,nl  NED,MF,nl  Ajax,29,1991,8,622,78,86.4,6.9,8,78,2,0,,0,2.38,18,8,+10,+1.45,-2.23,16.6,8.4,+8.2,+1.19,-0.75
73,Lucas Bergström,fi  FIN,GK,eng  Chelsea,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
74,Federico Bernardeschi,it  ITA,"FW,MF",it  Juventus,27,1994,5,289,58,40.1,3.2,4,70,0,1,8,0,2.40,5,3,+2,+0.62,+0.83,5.4,2.6,+2.9,+0.90,+0.88
75,Bernardo,br  BRA,"DF,MF",at  RB Salzburg,26,1995,2,25,13,3.5,0.3,0,,0,2,13,4,2.00,1,0,+1,+3.60,+4.25,0.7,0.2,+0.6,+2.02,+2.27
76,Paulo Bernardo,pt  POR,MF,pt  Benfica,19,2002,5,43,9,4.8,0.5,0,,0,5,9,2,1.60,1,1,0,0.00,+0.32,0.3,1.2,-1.0,-1.99,-1.30
77,Antoine Bernede,fr  FRA,MF,at  RB Salzburg,22,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,
78,Marcus Bettinelli,eng  ENG,GK,eng  Chelsea,29,1992,0,,,,,0,,0,0,,9,,,,,,,,,,,
79,Emre Bilgin,tr  TUR,GK,tr  Beşiktaş,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
80,Veljko Birmančević,rs  SRB,"FW,MF",se  Malmö,23,1998,6,352,59,65.2,3.9,5,69,1,1,5,0,1.31,1,9,-8,-2.05,+0.35,1.6,8.8,-7.3,-1.86,+0.68
81,Nathan Bitu Mazala,fr  FRA,MF,fr  Paris S-G,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
82,Markus Björkvist,se  SWE,MF,se  Malmö,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
83,Blanco,es  ESP,MF,es  Real Madrid,21,2000,1,7,7,0.6,0.1,0,,0,1,7,4,3.00,0,0,0,0.00,-1.10,0.6,0.0,+0.5,+6.97,+6.83
84,Daley Blind,nl  NED,DF,nl  Ajax,31,1990,8,571,71,79.3,6.3,7,80,4,1,14,0,2.38,18,6,+12,+1.89,+0.68,15.4,6.6,+8.8,+1.39,+0.50
85,Valerii Bondar,ua  UKR,DF,ua  Shakhtar,22,1999,1,90,90,16.7,1.0,1,90,1,0,,4,1.00,1,1,0,0.00,+2.00,2.6,1.1,+1.5,+1.50,+2.56
86,Artem Bondarenko,ua  UKR,MF,ua  Shakhtar,20,2000,2,84,42,15.6,0.9,1,66,0,1,18,3,0.50,1,0,+1,+1.07,+3.24,2.1,0.8,+1.3,+1.43,+2.45
87,Solomon Bonnah,nl  NED,DF,de  RB Leipzig,17,2003,1,11,11,2.0,0.1,0,,0,1,11,1,3.00,1,0,+1,+8.18,+8.18,0.5,0.0,+0.4,+3.61,+3.74
88,Leonardo Bonucci,it  ITA,DF,it  Juventus,34,1987,7,579,83,80.4,6.4,6,89,5,1,45,0,2.29,10,6,+4,+0.62,+2.54,11.0,6.0,+5.0,+0.78,+2.13
89,Gonçalo Borges,pt  POR,MF,pt  Porto,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
90,Sebastiaan Bornauw,be  BEL,DF,de  Wolfsburg,22,1999,3,205,68,38.0,2.3,2,90,2,1,25,2,0.67,2,4,-2,-0.88,-0.07,2.0,4.3,-2.2,-0.98,-0.22
91,Sven Botman,nl  NED,DF,fr  Lille,21,2000,5,417,83,57.9,4.6,5,83,4,0,,0,0.80,5,6,-1,-0.22,-0.51,5.7,4.4,+1.3,+0.28,-0.01
92,Yassine Bounou,ma  MAR,GK,es  Sevilla,30,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,5,5,0,0.00,,7.3,7.6,-0.4,-0.06,
93,Denys Boyko,ua  UKR,GK,ua  Dynamo Kyiv,33,1988,1,90,90,16.7,1.0,1,90,1,0,,5,1.00,0,0,0,0.00,+2.00,0.6,1.4,-0.9,-0.86,-0.14
94,Can Bozdogan,de  GER,MF,tr  Beşiktaş,20,2001,4,219,55,40.6,2.4,2,83,1,2,27,2,0.00,0,7,-7,-2.88,-0.35,1.2,6.6,-5.4,-2.21,-0.10
95,Domagoj Bradarić,hr  CRO,DF,fr  Lille,21,1999,1,14,14,1.9,0.2,0,,0,1,14,1,0.00,0,0,0,0.00,0.00,0.0,0.4,-0.4,-2.33,-2.66
96,Conor Bradley,nir  NIR,FW,eng  Liverpool,18,2003,1,1,1,0.1,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-1.23,0.0,0.0,0.0,-3.18,-4.32
97,Daniel Bragança,pt  POR,"MF,FW",pt  Sporting CP,22,1999,5,133,27,18.5,1.5,1,80,0,4,13,2,1.20,2,4,-2,-1.35,-1.20,1.9,2.8,-0.9,-0.62,-0.36
98,Julian Brandt,de  GER,"MF,FW",de  Dortmund,25,1996,5,395,79,73.1,4.4,4,78,2,1,83,0,1.20,5,10,-5,-1.14,-3.62,5.7,6.6,-0.9,-0.21,-2.84
99,John Brooks,us  USA,DF,de  Wolfsburg,28,1993,4,329,82,60.9,3.7,4,82,2,0,,1,1.00,3,5,-2,-0.55,+0.73,2.5,4.9,-2.5,-0.67,+0.44
100,Franz Brorsson,se  SWE,DF,se  Malmö,25,1996,5,446,89,82.6,5.0,5,89,4,0,,1,0.90,1,12,-11,-2.22,-0.30,1.9,11.9,-10.1,-2.03,+0.34
101,Marcelo Brozović,hr  CRO,MF,it  Inter,28,1992,8,631,79,87.6,7.0,8,79,4,0,,0,1.63,9,6,+3,+0.43,+1.44,12.5,6.0,+6.5,+0.93,+1.13
102,Mykyta Burda,ua  UKR,DF,ua  Dynamo Kyiv,26,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
103,Nicolas Bürgy,ch  SUI,DF,ch  Young Boys,25,1995,2,180,90,33.3,2.0,2,90,2,0,,4,0.50,3,5,-2,-1.00,-0.25,2.4,3.0,-0.5,-0.27,-0.23
104,Heorhiy Bushchan,ua  UKR,GK,ua  Dynamo Kyiv,27,1994,5,450,90,83.3,5.0,5,90,5,0,,1,0.00,1,11,-10,-2.00,-2.00,3.6,7.2,-3.6,-0.72,+0.14
105,Sergio Busquets,es  ESP,MF,es  Barcelona,33,1988,6,485,81,89.8,5.4,6,81,4,0,,0,1.17,2,6,-4,-0.74,+4.17,6.1,5.8,+0.3,+0.05,+4.03
106,Vitaliy Buyalskyi,ua  UKR,"MF,FW",ua  Dynamo Kyiv,28,1993,5,434,87,80.4,4.8,5,87,3,0,,0,0.20,1,6,-5,-1.04,+3.21,3.4,6.1,-2.7,-0.56,+0.95
107,David Byazrov,ru  RUS,GK,ru  Zenit,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
108,Jovane Cabral,cv  CPV,"FW,MF",pt  Sporting CP,23,1998,3,81,27,11.3,0.9,1,45,0,2,18,1,1.00,1,3,-2,-2.22,-2.08,0.9,2.7,-1.8,-2.05,-1.94
109,Felipe Caicedo,ec  ECU,"FW,MF",it  Inter,32,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,
110,Davide Calabria,it  ITA,DF,it  Milan,24,1996,4,315,79,58.3,3.5,4,79,3,0,,0,0.25,3,7,-4,-1.14,-1.54,2.2,6.9,-4.6,-1.33,-1.26
111,Hakan Çalhanoğlu,tr  TUR,MF,it  Inter,27,1994,6,416,69,57.8,4.6,5,76,1,1,36,1,1.17,3,3,0,0.00,-0.59,6.4,4.2,+2.2,+0.47,-0.77
112,Ibrahima Camara,es  ESP,DF,es  Atlético Madrid,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
113,Mohamed Camara,ml  MLI,MF,at  RB Salzburg,21,2000,8,669,84,92.9,7.4,8,84,5,0,,0,1.70,8,12,-4,-0.54,-0.54,10.1,11.6,-1.4,-0.19,-0.36
114,Eduardo Camavinga,fr  FRA,MF,es  Real Madrid,18,2002,10,305,31,24.8,3.4,1,90,1,9,24,3,2.10,13,4,+9,+2.66,+2.07,8.8,3.8,+5.0,+1.48,+1.72
115,Sergio Camus,es  ESP,MF,es  Atlético Madrid,24,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
116,Emre Can,de  GER,DF,de  Dortmund,27,1994,2,73,37,13.5,0.8,0,,0,2,37,0,0.00,0,2,-2,-2.47,-2.66,0.8,1.2,-0.4,-0.49,-1.21
117,João Cancelo,pt  POR,DF,eng  Manchester City,27,1994,9,840,93,75.7,9.3,9,93,9,0,,0,2.11,24,11,+13,+1.39,+1.39,19.0,7.7,+11.3,+1.22,+0.76
118,Nicolás Capaldo,ar  ARG,MF,at  RB Salzburg,23,1997,7,286,41,39.7,3.2,2,90,2,5,21,0,1.75,3,8,-5,-1.57,-1.78,2.9,6.7,-3.7,-1.18,-1.68
119,Étienne Capoue,fr  FRA,MF,es  Villarreal,33,1988,12,1044,87,96.7,11.6,12,87,10,0,,0,1.50,19,15,+4,+0.34,+0.34,16.1,17.5,-1.4,-0.12,-1.00
120,Franco Carboni,it  ITA,FW,it  Inter,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
121,Fábio Cardoso,pt  POR,DF,pt  Porto,27,1994,2,156,78,28.9,1.7,1,90,1,1,66,2,0.00,1,7,-6,-3.46,-3.23,0.8,4.2,-3.4,-1.96,-2.60
122,Diego Carlos,br  BRA,DF,es  Sevilla,28,1993,6,539,90,99.8,6.0,6,90,5,0,,0,1.00,4,5,-1,-0.17,-90.17,6.5,7.6,-1.1,-0.19,-70.29
123,Carmona,es  ESP,DF,es  Sevilla,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
124,Yannick Carrasco,be  BEL,"DF,MF",es  Atlético Madrid,27,1993,7,471,67,52.3,5.2,6,75,3,1,22,0,1.14,3,7,-4,-0.76,-1.39,5.3,7.3,-1.9,-0.37,-0.72
125,Scott Carson,eng  ENG,GK,eng  Manchester City,35,1985,1,18,18,1.6,0.2,0,,0,1,18,11,1.00,0,0,0,0.00,-1.07,0.5,0.4,+0.2,+0.79,-0.24
126,Dani Carvajal,es  ESP,DF,es  Real Madrid,29,1992,11,955,87,77.6,10.6,11,87,7,0,,0,2.18,21,11,+10,+0.94,-0.69,13.7,17.3,-3.6,-0.34,-2.35
127,Casemiro,br  BRA,MF,es  Real Madrid,29,1992,11,910,83,74.0,10.1,11,83,6,0,,1,2.18,17,8,+9,+0.89,-0.80,14.0,12.8,+1.2,+0.11,-0.26
128,Frank Castañeda,co  COL,FW,md  Sheriff Tiraspol,27,1994,5,355,71,65.7,3.9,5,71,1,0,,1,1.92,4,8,-4,-1.01,-1.01,1.8,8.2,-6.5,-1.64,+0.03
129,Koen Casteels,be  BEL,GK,de  Wolfsburg,29,1992,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,5,8,-3,-0.60,+1.40,4.2,7.9,-3.7,-0.74,+0.61
130,Geny Catamo,mz  MOZ,MF,pt  Sporting CP,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
131,Edinson Cavani,uy  URU,FW,eng  Manchester Utd,34,1987,4,79,20,11.0,0.9,0,,0,4,20,0,1.75,4,0,+4,+4.56,+4.84,1.8,1.1,+0.6,+0.71,+0.81
132,Dani Ceballos,es  ESP,"MF,FW",es  Real Madrid,24,1996,5,41,8,3.3,0.5,0,,0,5,8,2,1.80,1,0,+1,+2.20,+1.14,0.9,1.3,-0.4,-0.95,-1.17
133,Dumitru Celeadnic,md  MDA,GK,md  Sheriff Tiraspol,29,1992,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,3,-2,-2.00,-1.60,0.6,2.7,-2.1,-2.12,-0.57
134,Zeki Çelik,tr  TUR,DF,fr  Lille,24,1997,7,589,84,81.8,6.5,7,84,5,0,,1,1.57,7,4,+3,+0.46,+2.52,8.2,4.3,+3.9,+0.60,+1.75
135,Leonardo César Jardim,br  BRA,GK,fr  Lille,26,1995,2,180,90,25.0,2.0,2,90,2,0,,1,0.00,1,4,-3,-1.50,-2.00,1.9,1.9,0.0,+0.01,-0.36
136,El Chadaille Bitshiabu,fr  FRA,DF,fr  Paris S-G,16,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
137,Kayky Chagas,br  BRA,FW,eng  Manchester City,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
138,Trevoh Chalobah,eng  ENG,DF,eng  Chelsea,22,1999,3,177,59,19.0,2.0,1,90,1,2,44,6,2.00,6,1,+5,+2.54,+1.83,4.2,2.2,+2.0,+1.01,+0.22
139,Giorgio Chiellini,it  ITA,DF,it  Juventus,36,1984,1,8,8,1.1,0.1,0,,0,1,8,5,3.00,0,0,0,0.00,-0.13,0.0,0.3,-0.3,-3.01,-3.41
140,Federico Chiesa,it  ITA,"FW,MF",it  Juventus,23,1997,4,334,84,46.4,3.7,4,84,2,0,,0,2.25,6,5,+1,+0.27,+0.27,5.4,3.9,+1.6,+0.42,+0.10
